Id	Location	Treatment	Age	LocateTreatAge	DRNType	Treatments	HeadCS	Symm1	Symm2	Symm3	Symm4	Symm5	Symm6	Symm7	Symm8	Symm9	Symm10	Symm11	Symm12	Symm13	Symm14	Symm15	Symm16	Symm17	Symm18	Symm19	Symm20	Symm21	Symm22	Symm23	Symm24	Symm25	Symm26	Symm27	Symm28	Symm29	Symm30	Symm31	Symm32	Symm33	Symm34	Symm35	Symm36	Symm37	Symm38	Symm39	Symm40	Symm41	Symm42	Symm43	Symm44	Symm45	Symm46	Symm47	Symm48	Symm49	Symm50	Symm51	Symm52	Symm53	Symm54	Symm55	Symm56	Symm57	Symm58	Symm59	Symm60	Symm61	Symm62	Symm63	Symm64	Symm65	Symm66
EC-d14-01	Erimo	Control	14day	ECd14	W14	W14	16.70571552	0	0.198931202	0.061730052	0.182276759	0.098043444	0.140433776	0.140233377	0.0642208	0.156931333	-0.126222612	0.109763228	-0.146166403	-0.109763228	-0.146166403	-0.156931333	-0.126222612	-0.140233377	0.0642208	-0.098043444	0.140433776	-0.061730052	0.182276759	0.103157858	0.109645868	-0.103157858	0.109645868	0.144893996	0.046881328	0.149598642	0.030382156	0.15449629	0.013537657	0.158669085	-0.003969108	0.162973812	-0.022006928	0.165489113	-0.040731107	0.167038551	-0.05973752	0.166603774	-0.078596408	0.167048636	-0.096571597	0.1638118	-0.11284226	-0.144893996	0.046881328	-0.149598642	0.030382156	-0.15449629	0.013537657	-0.158669085	-0.003969108	-0.162973812	-0.022006928	-0.165489113	-0.040731107	-0.167038551	-0.05973752	-0.166603774	-0.078596408	-0.167048636	-0.096571597	-0.1638118	-0.11284226
EC-d14-02	Erimo	Control	14day	ECd14	W14	W14	17.65333399	0	0.204199476	0.062343621	0.183335831	0.099682831	0.141328909	0.143778859	0.064601096	0.154222021	-0.126540313	0.102109844	-0.140891802	-0.102109844	-0.140891802	-0.154222021	-0.126540313	-0.143778859	0.064601096	-0.099682831	0.141328909	-0.062343621	0.183335831	0.104367552	0.109783714	-0.104367552	0.109783714	0.148141067	0.047143223	0.153175812	0.030739705	0.155829819	0.013349009	0.158714728	-0.004573268	0.161321076	-0.023200203	0.163138143	-0.042328306	0.164834947	-0.061580976	0.165711541	-0.080574451	0.165725591	-0.098498335	0.161752964	-0.114193573	-0.148141067	0.047143223	-0.153175812	0.030739705	-0.155829819	0.013349009	-0.158714728	-0.004573268	-0.161321076	-0.023200203	-0.163138143	-0.042328306	-0.164834947	-0.061580976	-0.165711541	-0.080574451	-0.165725591	-0.098498335	-0.161752964	-0.114193573
EC-d14-03	Erimo	Control	14day	ECd14	W14	W14	14.9928926	0	0.205340017	0.060104439	0.190722449	0.095855867	0.146766889	0.138460578	0.063693132	0.155541615	-0.129009833	0.099140131	-0.143760463	-0.099140131	-0.143760463	-0.155541615	-0.129009833	-0.138460578	0.063693132	-0.095855867	0.146766889	-0.060104439	0.190722449	0.100408129	0.113684527	-0.100408129	0.113684527	0.142256783	0.045352323	0.146798862	0.028327202	0.151747005	0.011133986	0.156986043	-0.00639314	0.162361569	-0.024314494	0.166186619	-0.042692951	0.167024101	-0.061609381	0.166781597	-0.080528792	0.164523316	-0.098720211	0.161027629	-0.115321251	-0.142256783	0.045352323	-0.146798862	0.028327202	-0.151747005	0.011133986	-0.156986043	-0.00639314	-0.162361569	-0.024314494	-0.166186619	-0.042692951	-0.167024101	-0.061609381	-0.166781597	-0.080528792	-0.164523316	-0.098720211	-0.161027629	-0.115321251
EC-d14-04	Erimo	Control	14day	ECd14	W14	W14	15.76921301	0	0.206462009	0.057211545	0.19076721	0.097356313	0.15245857	0.140124862	0.061677716	0.153305424	-0.126645589	0.103075007	-0.146789501	-0.103075007	-0.146789501	-0.153305424	-0.126645589	-0.140124862	0.061677716	-0.097356313	0.15245857	-0.057211545	0.19076721	0.102992466	0.114439408	-0.102992466	0.114439408	0.145277514	0.043319426	0.149029277	0.026221056	0.151147759	0.008804355	0.155948217	-0.008233765	0.161024606	-0.025508032	0.164678084	-0.043033237	0.164642322	-0.061210726	0.165016972	-0.079441461	0.163933678	-0.096981568	0.159725767	-0.113074866	-0.145277514	0.043319426	-0.149029277	0.026221056	-0.151147759	0.008804355	-0.155948217	-0.008233765	-0.161024606	-0.025508032	-0.164678084	-0.043033237	-0.164642322	-0.061210726	-0.165016972	-0.079441461	-0.163933678	-0.096981568	-0.159725767	-0.113074866
EC-d14-05	Erimo	Control	14day	ECd14	W14	W14	18.77115963	0	0.193203586	0.057252516	0.177849702	0.094265058	0.139727258	0.142943069	0.061877742	0.159358408	-0.119453629	0.110665043	-0.1422397	-0.110665043	-0.1422397	-0.159358408	-0.119453629	-0.142943069	0.061877742	-0.094265058	0.139727258	-0.057252516	0.177849702	0.100060163	0.108474326	-0.100060163	0.108474326	0.146854796	0.044031429	0.152022949	0.027785177	0.154477633	0.010933769	0.161084116	-0.005082201	0.166498208	-0.021946718	0.168742024	-0.040033147	0.169564787	-0.058618312	0.171050704	-0.076903748	0.171162553	-0.094098289	0.168147239	-0.108905453	-0.146854796	0.044031429	-0.152022949	0.027785177	-0.154477633	0.010933769	-0.161084116	-0.005082201	-0.166498208	-0.021946718	-0.168742024	-0.040033147	-0.169564787	-0.058618312	-0.171050704	-0.076903748	-0.171162553	-0.094098289	-0.168147239	-0.108905453
EC-d14-06	Erimo	Control	14day	ECd14	W14	W14	15.67402417	0	0.206923259	0.06597759	0.185278585	0.100138505	0.142102769	0.142226613	0.059372907	0.151005369	-0.119467	0.100996517	-0.145043913	-0.100996517	-0.145043913	-0.151005369	-0.119467	-0.142226613	0.059372907	-0.100138505	0.142102769	-0.06597759	0.185278585	0.102087135	0.11176077	-0.102087135	0.11176077	0.147316864	0.041580444	0.151805823	0.025103044	0.155479025	0.008401267	0.159590372	-0.008311588	0.164623559	-0.024986624	0.168152367	-0.041969588	0.169004541	-0.059386179	0.168960565	-0.076713526	0.16701222	-0.093249122	0.161487026	-0.107933875	-0.147316864	0.041580444	-0.151805823	0.025103044	-0.155479025	0.008401267	-0.159590372	-0.008311588	-0.164623559	-0.024986624	-0.168152367	-0.041969588	-0.169004541	-0.059386179	-0.168960565	-0.076713526	-0.16701222	-0.093249122	-0.161487026	-0.107933875
EC-d14-07	Erimo	Control	14day	ECd14	W14	W14	15.94312842	0	0.20232266	0.065325848	0.183026074	0.101224643	0.143183964	0.139870772	0.062323196	0.151953307	-0.125693165	0.099720164	-0.155733245	-0.099720164	-0.155733245	-0.151953307	-0.125693165	-0.139870772	0.062323196	-0.101224643	0.143183964	-0.065325848	0.183026074	0.100917585	0.111584719	-0.100917585	0.111584719	0.144392658	0.044628355	0.149480765	0.028465965	0.153501822	0.011957609	0.15958962	-0.004171337	0.163682272	-0.021473657	0.166877316	-0.039349957	0.16794275	-0.057740502	0.168375339	-0.076290719	0.165581182	-0.094416095	0.160981321	-0.111462534	-0.144392658	0.044628355	-0.149480765	0.028465965	-0.153501822	0.011957609	-0.15958962	-0.004171337	-0.163682272	-0.021473657	-0.166877316	-0.039349957	-0.16794275	-0.057740502	-0.168375339	-0.076290719	-0.165581182	-0.094416095	-0.160981321	-0.111462534
EC-d14-08	Erimo	Control	14day	ECd14	W14	W14	14.9767047	0	0.219763288	0.062172747	0.197436571	0.101228147	0.147411672	0.138030522	0.065891308	0.147408745	-0.133178579	0.09999053	-0.160964555	-0.09999053	-0.160964555	-0.147408745	-0.133178579	-0.138030522	0.065891308	-0.101228147	0.147411672	-0.062172747	0.197436571	0.09894091	0.115189951	-0.09894091	0.115189951	0.13989196	0.047324893	0.1446864	0.030389556	0.148704949	0.012854887	0.153854798	-0.004832613	0.157056838	-0.023450219	0.160069701	-0.042535137	0.162559231	-0.061814879	0.162544783	-0.081325012	0.160554004	-0.100375159	0.15529761	-0.117904329	-0.13989196	0.047324893	-0.1446864	0.030389556	-0.148704949	0.012854887	-0.153854798	-0.004832613	-0.157056838	-0.023450219	-0.160069701	-0.042535137	-0.162559231	-0.061814879	-0.162544783	-0.081325012	-0.160554004	-0.100375159	-0.15529761	-0.117904329
EC-d14-09	Erimo	Control	14day	ECd14	W14	W14	15.47341811	0	0.215444296	0.056513538	0.201224832	0.097481202	0.151499342	0.136598538	0.066082013	0.145957004	-0.13204758	0.099196016	-0.162900689	-0.099196016	-0.162900689	-0.145957004	-0.13204758	-0.136598538	0.066082013	-0.097481202	0.151499342	-0.056513538	0.201224832	0.099235651	0.112306222	-0.099235651	0.112306222	0.14199708	0.048307895	0.146324542	0.031128441	0.14952379	0.013203827	0.153119216	-0.005040941	0.156011353	-0.023988626	0.159305988	-0.043257009	0.161675372	-0.062779709	0.161965115	-0.082250729	0.160345384	-0.101039254	0.156124523	-0.118170183	-0.14199708	0.048307895	-0.146324542	0.031128441	-0.14952379	0.013203827	-0.153119216	-0.005040941	-0.156011353	-0.023988626	-0.159305988	-0.043257009	-0.161675372	-0.062779709	-0.161965115	-0.082250729	-0.160345384	-0.101039254	-0.156124523	-0.118170183
EC-d14-10	Erimo	Control	14day	ECd14	W14	W14	14.77069806	0	0.215648506	0.062375264	0.193268877	0.097737849	0.146169164	0.137392121	0.064240365	0.152639501	-0.129339743	0.100133779	-0.153423285	-0.100133779	-0.153423285	-0.152639501	-0.129339743	-0.137392121	0.064240365	-0.097737849	0.146169164	-0.062375264	0.193268877	0.101057366	0.113133557	-0.101057366	0.113133557	0.14253826	0.046363372	0.147129727	0.029391402	0.15036062	0.011797583	0.153210223	-0.006250344	0.157518477	-0.024514746	0.160952451	-0.043259633	0.164664821	-0.061930477	0.165743511	-0.080624682	0.165547404	-0.09847621	0.159803521	-0.114369452	-0.14253826	0.046363372	-0.147129727	0.029391402	-0.15036062	0.011797583	-0.153210223	-0.006250344	-0.157518477	-0.024514746	-0.160952451	-0.043259633	-0.164664821	-0.061930477	-0.165743511	-0.080624682	-0.165547404	-0.09847621	-0.159803521	-0.114369452
EC-d14-11	Erimo	Control	14day	ECd14	W14	W14	19.06679571	0	0.192003024	0.059773851	0.176784048	0.093816347	0.138443785	0.13398347	0.06376195	0.161005071	-0.12602686	0.111444852	-0.149652	-0.111444852	-0.149652	-0.161005071	-0.12602686	-0.13398347	0.06376195	-0.093816347	0.138443785	-0.059773851	0.176784048	0.095967168	0.106484987	-0.095967168	0.106484987	0.139834966	0.046812304	0.146303806	0.030895565	0.151117551	0.01414391	0.158575284	-0.002314553	0.166191897	-0.019454696	0.171978597	-0.037409404	0.174386629	-0.056394697	0.174784785	-0.075705003	0.173114422	-0.094540635	0.168921582	-0.111830212	-0.139834966	0.046812304	-0.146303806	0.030895565	-0.151117551	0.01414391	-0.158575284	-0.002314553	-0.166191897	-0.019454696	-0.171978597	-0.037409404	-0.174386629	-0.056394697	-0.174784785	-0.075705003	-0.173114422	-0.094540635	-0.168921582	-0.111830212
EC-d14-12	Erimo	Control	14day	ECd14	W14	W14	17.82646339	0	0.197001486	0.05804267	0.179625517	0.095060638	0.138314887	0.139453947	0.064519307	0.15629091	-0.122770333	0.099013926	-0.148675925	-0.099013926	-0.148675925	-0.15629091	-0.122770333	-0.139453947	0.064519307	-0.095060638	0.138314887	-0.05804267	0.179625517	0.101246521	0.108934709	-0.101246521	0.108934709	0.145566472	0.04742843	0.15012685	0.030684012	0.152793937	0.013044853	0.157861089	-0.004446856	0.162662205	-0.022585272	0.16799719	-0.040788243	0.171728733	-0.059226256	0.174255608	-0.077270412	0.172447394	-0.094717688	0.167584531	-0.110571473	-0.145566472	0.04742843	-0.15012685	0.030684012	-0.152793937	0.013044853	-0.157861089	-0.004446856	-0.162662205	-0.022585272	-0.16799719	-0.040788243	-0.171728733	-0.059226256	-0.174255608	-0.077270412	-0.172447394	-0.094717688	-0.167584531	-0.110571473
EC-d14-13	Erimo	Control	14day	ECd14	W14	W14	15.4877536	0	0.208639417	0.060457341	0.190425435	0.102232614	0.142001703	0.138682633	0.064211979	0.150697565	-0.127429104	0.096019177	-0.155052182	-0.096019177	-0.155052182	-0.150697565	-0.127429104	-0.138682633	0.064211979	-0.102232614	0.142001703	-0.060457341	0.190425435	0.100462989	0.11309108	-0.100462989	0.11309108	0.14303726	0.046468384	0.145824222	0.02942503	0.150515436	0.01247572	0.155934299	-0.004850371	0.161352097	-0.022748967	0.164808924	-0.041338884	0.167349934	-0.060268873	0.167904928	-0.07920012	0.165703093	-0.097453537	0.161296761	-0.114077	-0.14303726	0.046468384	-0.145824222	0.02942503	-0.150515436	0.01247572	-0.155934299	-0.004850371	-0.161352097	-0.022748967	-0.164808924	-0.041338884	-0.167349934	-0.060268873	-0.167904928	-0.07920012	-0.165703093	-0.097453537	-0.161296761	-0.114077
EC-d14-14	Erimo	Control	14day	ECd14	W14	W14	16.68116354	0	0.199501221	0.058156069	0.180504628	0.09163123	0.14288805	0.135385619	0.061636091	0.158352525	-0.122317167	0.105151618	-0.151983479	-0.105151618	-0.151983479	-0.158352525	-0.122317167	-0.135385619	0.061636091	-0.09163123	0.14288805	-0.058156069	0.180504628	0.10233481	0.111962576	-0.10233481	0.111962576	0.142313449	0.044688872	0.147082572	0.028109237	0.152813432	0.011567923	0.156426493	-0.005811813	0.162777575	-0.022828574	0.167898264	-0.040406849	0.171108175	-0.058439932	0.172932584	-0.07640329	0.172878117	-0.093663572	0.168194774	-0.109253312	-0.142313449	0.044688872	-0.147082572	0.028109237	-0.152813432	0.011567923	-0.156426493	-0.005811813	-0.162777575	-0.022828574	-0.167898264	-0.040406849	-0.171108175	-0.058439932	-0.172932584	-0.07640329	-0.172878117	-0.093663572	-0.168194774	-0.109253312
EC-d14-15	Erimo	Control	14day	ECd14	W14	W14	15.625145	0	0.20306272	0.060402752	0.183256736	0.098746978	0.140562225	0.140197515	0.062082861	0.153869861	-0.124952835	0.097881657	-0.159425963	-0.097881657	-0.159425963	-0.153869861	-0.124952835	-0.140197515	0.062082861	-0.098746978	0.140562225	-0.060402752	0.183256736	0.100941877	0.110536617	-0.100941877	0.110536617	0.147687245	0.045783575	0.15238102	0.02971451	0.155854566	0.013061064	0.157931237	-0.004084862	0.162855228	-0.0210717	0.164406872	-0.039066096	0.165754552	-0.057490004	0.166626435	-0.07592387	0.16687267	-0.093891587	0.163472917	-0.110622029	-0.147687245	0.045783575	-0.15238102	0.02971451	-0.155854566	0.013061064	-0.157931237	-0.004084862	-0.162855228	-0.0210717	-0.164406872	-0.039066096	-0.165754552	-0.057490004	-0.166626435	-0.07592387	-0.16687267	-0.093891587	-0.163472917	-0.110622029
EC-d14-16	Erimo	Control	14day	ECd14	W14	W14	15.2481095	0	0.209155763	0.06002235	0.190215862	0.095222806	0.148713851	0.139889666	0.064758231	0.147151943	-0.129814028	0.101114694	-0.154704384	-0.101114694	-0.154704384	-0.147151943	-0.129814028	-0.139889666	0.064758231	-0.095222806	0.148713851	-0.06002235	0.190215862	0.101987156	0.109908685	-0.101987156	0.109908685	0.145200835	0.047058618	0.149978544	0.030234929	0.154131451	0.012914689	0.15724465	-0.00492641	0.161881626	-0.022921334	0.164294247	-0.041644098	0.164808044	-0.060827502	0.164271913	-0.079961081	0.161599422	-0.098319475	0.155570063	-0.115264435	-0.145200835	0.047058618	-0.149978544	0.030234929	-0.154131451	0.012914689	-0.15724465	-0.00492641	-0.161881626	-0.022921334	-0.164294247	-0.041644098	-0.164808044	-0.060827502	-0.164271913	-0.079961081	-0.161599422	-0.098319475	-0.155570063	-0.115264435
EC-d14-17	Erimo	Control	14day	ECd14	W14	W14	18.37630228	0	0.195079119	0.057031638	0.178556112	0.096385879	0.136183683	0.139872338	0.059246607	0.165269178	-0.120152195	0.111316017	-0.151630067	-0.111316017	-0.151630067	-0.165269178	-0.120152195	-0.139872338	0.059246607	-0.096385879	0.136183683	-0.057031638	0.178556112	0.100125351	0.108754959	-0.100125351	0.108754959	0.144878341	0.0422974	0.149937042	0.026768078	0.154762691	0.011121606	0.159489422	-0.004894058	0.164543508	-0.021179531	0.167244612	-0.038269046	0.170749219	-0.055386235	0.171494164	-0.072858162	0.172116815	-0.089987406	0.170764898	-0.106111304	-0.144878341	0.0422974	-0.149937042	0.026768078	-0.154762691	0.011121606	-0.159489422	-0.004894058	-0.164543508	-0.021179531	-0.167244612	-0.038269046	-0.170749219	-0.055386235	-0.171494164	-0.072858162	-0.172116815	-0.089987406	-0.170764898	-0.106111304
EC-d14-18	Erimo	Control	14day	ECd14	W14	W14	17.16381721	0	0.199484491	0.060344944	0.184742131	0.099538452	0.138704327	0.140934104	0.056854701	0.159142281	-0.119501711	0.104872053	-0.142711264	-0.104872053	-0.142711264	-0.159142281	-0.119501711	-0.140934104	0.056854701	-0.099538452	0.138704327	-0.060344944	0.184742131	0.101616106	0.105475796	-0.101616106	0.105475796	0.144865387	0.03957014	0.150004026	0.024106946	0.155966901	0.008980896	0.161112204	-0.006708129	0.1659402	-0.022887726	0.169674264	-0.039578763	0.171712095	-0.056666463	0.172767843	-0.073818221	0.171690261	-0.090462904	0.166785252	-0.105842002	-0.144865387	0.03957014	-0.150004026	0.024106946	-0.155966901	0.008980896	-0.161112204	-0.006708129	-0.1659402	-0.022887726	-0.169674264	-0.039578763	-0.171712095	-0.056666463	-0.172767843	-0.073818221	-0.171690261	-0.090462904	-0.166785252	-0.105842002
EC-d14-19	Erimo	Control	14day	ECd14	W14	W14	18.0318105	0	0.196774699	0.058385323	0.181552024	0.097605599	0.141558283	0.139171833	0.063327294	0.155779368	-0.124937577	0.096134486	-0.147600536	-0.096134486	-0.147600536	-0.155779368	-0.124937577	-0.139171833	0.063327294	-0.097605599	0.141558283	-0.058385323	0.181552024	0.101560115	0.111353676	-0.101560115	0.111353676	0.144324432	0.045879011	0.148820551	0.029275221	0.153644536	0.012473121	0.15987843	-0.004197191	0.164272266	-0.022034209	0.167163969	-0.040594071	0.170234201	-0.059214995	0.171448917	-0.077801055	0.170476166	-0.095643339	0.165560411	-0.111783008	-0.144324432	0.045879011	-0.148820551	0.029275221	-0.153644536	0.012473121	-0.15987843	-0.004197191	-0.164272266	-0.022034209	-0.167163969	-0.040594071	-0.170234201	-0.059214995	-0.171448917	-0.077801055	-0.170476166	-0.095643339	-0.165560411	-0.111783008
EC-d14-20	Erimo	Control	14day	ECd14	W14	W14	18.26652339	0	0.204352803	0.061772006	0.18463054	0.098381269	0.138687486	0.139490872	0.060238124	0.159403677	-0.12111237	0.108137676	-0.154620785	-0.108137676	-0.154620785	-0.159403677	-0.12111237	-0.139490872	0.060238124	-0.098381269	0.138687486	-0.061772006	0.18463054	0.101418102	0.10858237	-0.101418102	0.10858237	0.144420492	0.043129001	0.147741446	0.026866367	0.151892319	0.010593632	0.156709856	-0.005765519	0.162439396	-0.02224063	0.165951631	-0.039502203	0.168242949	-0.057158109	0.170040512	-0.0747405	0.169828823	-0.091933793	0.168048206	-0.107830012	-0.144420492	0.043129001	-0.147741446	0.026866367	-0.151892319	0.010593632	-0.156709856	-0.005765519	-0.162439396	-0.02224063	-0.165951631	-0.039502203	-0.168242949	-0.057158109	-0.170040512	-0.0747405	-0.169828823	-0.091933793	-0.168048206	-0.107830012
EC-d14-21	Erimo	Control	14day	ECd14	W14	W14	15.3405486	0	0.210646999	0.059793579	0.192749035	0.095283612	0.147906926	0.138838691	0.062512676	0.151439449	-0.125922269	0.102043238	-0.164256392	-0.102043238	-0.164256392	-0.151439449	-0.125922269	-0.138838691	0.062512676	-0.095283612	0.147906926	-0.059793579	0.192749035	0.101530226	0.108776289	-0.101530226	0.108776289	0.142407676	0.044611023	0.147042113	0.02825531	0.150660955	0.011355505	0.155016358	-0.005590746	0.159149947	-0.022992657	0.16335088	-0.040624233	0.165765567	-0.058680489	0.166325207	-0.076942285	0.164997996	-0.094863569	0.160789535	-0.111617626	-0.142407676	0.044611023	-0.147042113	0.02825531	-0.150660955	0.011355505	-0.155016358	-0.005590746	-0.159149947	-0.022992657	-0.16335088	-0.040624233	-0.165765567	-0.058680489	-0.166325207	-0.076942285	-0.164997996	-0.094863569	-0.160789535	-0.111617626
EC-d14-22	Erimo	Control	14day	ECd14	W14	W14	15.8135493	0	0.193987969	0.057374212	0.178782865	0.087887542	0.14558905	0.134454845	0.065856485	0.161037387	-0.126544382	0.107806504	-0.143879042	-0.107806504	-0.143879042	-0.161037387	-0.126544382	-0.134454845	0.065856485	-0.087887542	0.14558905	-0.057374212	0.178782865	0.103266766	0.114267409	-0.103266766	0.114267409	0.140163371	0.048043375	0.145572608	0.030920256	0.150459088	0.013232558	0.155802526	-0.004860271	0.162285439	-0.02293854	0.166046561	-0.042072002	0.170648591	-0.061071638	0.173014692	-0.079998164	0.172480775	-0.098117071	0.169295182	-0.114204873	-0.140163371	0.048043375	-0.145572608	0.030920256	-0.150459088	0.013232558	-0.155802526	-0.004860271	-0.162285439	-0.02293854	-0.166046561	-0.042072002	-0.170648591	-0.061071638	-0.173014692	-0.079998164	-0.172480775	-0.098117071	-0.169295182	-0.114204873
EC-d14-23	Erimo	Control	14day	ECd14	W14	W14	16.74308598	0	0.206980881	0.058989739	0.186391338	0.099661269	0.139571716	0.139609456	0.061211796	0.155912845	-0.126270463	0.100830806	-0.151726483	-0.100830806	-0.151726483	-0.155912845	-0.126270463	-0.139609456	0.061211796	-0.099661269	0.139571716	-0.058989739	0.186391338	0.099847034	0.107496176	-0.099847034	0.107496176	0.145554192	0.044622098	0.149144317	0.028497139	0.15396677	0.012305029	0.159841068	-0.004006457	0.164777582	-0.021036851	0.166889631	-0.039095074	0.167117316	-0.057782624	0.166748784	-0.076624462	0.165828715	-0.095005608	0.162826336	-0.11203771	-0.145554192	0.044622098	-0.149144317	0.028497139	-0.15396677	0.012305029	-0.159841068	-0.004006457	-0.164777582	-0.021036851	-0.166889631	-0.039095074	-0.167117316	-0.057782624	-0.166748784	-0.076624462	-0.165828715	-0.095005608	-0.162826336	-0.11203771
EC-d14-24	Erimo	Control	14day	ECd14	W14	W14	15.99052002	0	0.214569198	0.063668122	0.187512261	0.096350186	0.143193305	0.136357319	0.067070805	0.153987003	-0.129500664	0.100682577	-0.149742549	-0.100682577	-0.149742549	-0.153987003	-0.129500664	-0.136357319	0.067070805	-0.096350186	0.143193305	-0.063668122	0.187512261	0.097222394	0.112212279	-0.097222394	0.112212279	0.140483433	0.048793852	0.144707786	0.031267892	0.148559673	0.013165855	0.153695002	-0.005067172	0.159914458	-0.023413978	0.164130043	-0.042617138	0.166937851	-0.062178552	0.168566463	-0.081541898	0.167961259	-0.100006481	0.163325919	-0.116432416	-0.140483433	0.048793852	-0.144707786	0.031267892	-0.148559673	0.013165855	-0.153695002	-0.005067172	-0.159914458	-0.023413978	-0.164130043	-0.042617138	-0.166937851	-0.062178552	-0.168566463	-0.081541898	-0.167961259	-0.100006481	-0.163325919	-0.116432416
KT-d14-01	Kitami	Tad	14day	KTd14	T14	T14	11.96030686	0	0.207827915	0.05985457	0.187198711	0.091796012	0.147967869	0.141657638	0.060172858	0.155593806	-0.126026087	0.105722319	-0.146664238	-0.105722319	-0.146664238	-0.155593806	-0.126026087	-0.141657638	0.060172858	-0.091796012	0.147967869	-0.05985457	0.187198711	0.100425705	0.114035462	-0.100425705	0.114035462	0.141493229	0.042171647	0.148000737	0.027061491	0.152675683	0.010706297	0.157389756	-0.006242719	0.160896373	-0.024074382	0.16437621	-0.042240154	0.167184276	-0.060588765	0.16822024	-0.07885242	0.167028652	-0.096294249	0.162487071	-0.112245279	-0.141493229	0.042171647	-0.148000737	0.027061491	-0.152675683	0.010706297	-0.157389756	-0.006242719	-0.160896373	-0.024074382	-0.16437621	-0.042240154	-0.167184276	-0.060588765	-0.16822024	-0.07885242	-0.167028652	-0.096294249	-0.162487071	-0.112245279
KT-d14-02	Kitami	Tad	14day	KTd14	T14	T14	15.33584429	0	0.213367439	0.059943712	0.195937801	0.095714066	0.149433496	0.134238161	0.069581716	0.147827162	-0.132405298	0.104216412	-0.164424754	-0.104216412	-0.164424754	-0.147827162	-0.132405298	-0.134238161	0.069581716	-0.095714066	0.149433496	-0.059943712	0.195937801	0.098568463	0.11600267	-0.098568463	0.11600267	0.136651271	0.050680769	0.140947703	0.03290955	0.146548595	0.014860856	0.151420265	-0.003973178	0.15590398	-0.023551518	0.160149456	-0.043463051	0.16331277	-0.063507571	0.165063911	-0.08332532	0.16380447	-0.102318779	0.158791191	-0.119121109	-0.136651271	0.050680769	-0.140947703	0.03290955	-0.146548595	0.014860856	-0.151420265	-0.003973178	-0.15590398	-0.023551518	-0.160149456	-0.043463051	-0.16331277	-0.063507571	-0.165063911	-0.08332532	-0.16380447	-0.102318779	-0.158791191	-0.119121109
KT-d14-03	Kitami	Tad	14day	KTd14	T14	T14	15.66748243	0	0.216270484	0.058327754	0.197072136	0.100768466	0.150521832	0.137179828	0.06888293	0.144861657	-0.133547763	0.103840761	-0.151408608	-0.103840761	-0.151408608	-0.144861657	-0.133547763	-0.137179828	0.06888293	-0.100768466	0.150521832	-0.058327754	0.197072136	0.099339219	0.121474743	-0.099339219	0.121474743	0.139593687	0.049318305	0.143965122	0.03107589	0.147538022	0.01224546	0.151682495	-0.006952795	0.156487841	-0.026487329	0.161757438	-0.0458811	0.163915404	-0.065548659	0.162952788	-0.085054266	0.159844712	-0.103661439	0.153570116	-0.120184579	-0.139593687	0.049318305	-0.143965122	0.03107589	-0.147538022	0.01224546	-0.151682495	-0.006952795	-0.156487841	-0.026487329	-0.161757438	-0.0458811	-0.163915404	-0.065548659	-0.162952788	-0.085054266	-0.159844712	-0.103661439	-0.153570116	-0.120184579
KT-d14-04	Kitami	Tad	14day	KTd14	T14	T14	10.49458912	0	0.21729518	0.058773742	0.196221998	0.091429089	0.158458488	0.136557663	0.06325397	0.144916854	-0.129276878	0.095893537	-0.158852046	-0.095893537	-0.158852046	-0.144916854	-0.129276878	-0.136557663	0.06325397	-0.091429089	0.158458488	-0.058773742	0.196221998	0.098975139	0.122183792	-0.098975139	0.122183792	0.141091175	0.043568281	0.144813955	0.025822143	0.148934636	0.008314523	0.154393322	-0.008747101	0.159955966	-0.026178936	0.163773289	-0.044100843	0.163688367	-0.062677079	0.163564951	-0.08132846	0.160299464	-0.099322156	0.155296168	-0.115987286	-0.141091175	0.043568281	-0.144813955	0.025822143	-0.148934636	0.008314523	-0.154393322	-0.008747101	-0.159955966	-0.026178936	-0.163773289	-0.044100843	-0.163688367	-0.062677079	-0.163564951	-0.08132846	-0.160299464	-0.099322156	-0.155296168	-0.115987286
KT-d14-05	Kitami	Tad	14day	KTd14	T14	T14	11.49715447	0	0.215881021	0.058775624	0.193685347	0.087813381	0.159900881	0.133058676	0.071538587	0.148792984	-0.139911652	0.104136344	-0.164403315	-0.104136344	-0.164403315	-0.148792984	-0.139911652	-0.133058676	0.071538587	-0.087813381	0.159900881	-0.058775624	0.193685347	0.096009335	0.124085378	-0.096009335	0.124085378	0.139016836	0.052315216	0.144262	0.034193795	0.14899336	0.015628582	0.151901942	-0.003696523	0.154041293	-0.023815066	0.156235394	-0.044386711	0.156206484	-0.065421838	0.156949379	-0.086393396	0.157308524	-0.106519862	0.154662882	-0.124739932	-0.139016836	0.052315216	-0.144262	0.034193795	-0.14899336	0.015628582	-0.151901942	-0.003696523	-0.154041293	-0.023815066	-0.156235394	-0.044386711	-0.156206484	-0.065421838	-0.156949379	-0.086393396	-0.157308524	-0.106519862	-0.154662882	-0.124739932
